Event_id,Timestamp,Src_ip,Dst_ip,Src_port,Dst_port,Protocol,Action,Bytes_sent,Bytes_received,Packet_count,Connection_duration_sec,Firewall_rule_id,Rule_action,Network_zone_src,Network_zone_dst,Latency_ms,Packet_loss_pct,Cpu_usage_fw_pct,Memory_usage_fw_pct,Concurrent_connections,Nat_translation
FW-20250429-SBBWC12S,4/29/2025 18:40,185.68.42.250,172.16.53.80,21474,5432,TCP,ALLOW,7847,100,15,0.1,RULE-3016,accept,cloud,dmz,17.09,0.87,21.71,31.03,1,FALSE
FW-20250628-TOMFU4NR,6/28/2025 0:40,10.92.43.196,172.16.170.88,16859,443,TCP,ALLOW,5653,5726,22,0.1,RULE-4532,accept,internal,dmz,24.1,1.04,23.82,45.63,14,TRUE
FW-20250523-5MYEEDNB,5/23/2025 8:05,185.65.215.147,10.9.45.253,35508,0,ICMP,ALLOW,9933,17162,54,14.32,RULE-1869,accept,external,management,18.46,0.66,18.18,28.98,17,FALSE
FW-20250521-IC7GZZDH,5/21/2025 18:31,185.204.194.221,185.129.149.6,61222,22,TCP,ALLOW,15482,22217,75,12.59,RULE-3712,accept,cloud,vpn,27.36,0,19.95,25.05,5,FALSE
FW-20250702-HKMPY4EO,7/2/2025 3:38,185.192.203.23,172.16.135.45,34283,80,TCP,ALLOW,4322,10158,28,9.06,RULE-4683,accept,vpn,dmz,15.85,0.74,21.98,37.09,18,TRUE
FW-20250214-E1D08P0E,2/14/2025 15:34,172.16.97.135,10.0.242.39,28922,609,TCP,DENY,4832,19140,12,0.65,RULE-2863,drop,dmz,management,26.02,0.87,23.99,27.11,20,FALSE
FW-20250305-YOKRBBE9,3/5/2025 3:28,172.16.136.25,185.60.67.92,63086,872,ICMP,DENY,6950,15110,3,0.52,RULE-8207,drop,dmz,cloud,22.94,1.29,16.87,36.49,13,FALSE
FW-20250525-6FRN18RA,5/25/2025 5:03,185.132.65.227,185.46.145.38,64473,53,UDP,ALLOW,6352,16575,45,0.1,RULE-3854,accept,cloud,vpn,1308.39,14.18,89.17,32.19,20,FALSE
FW-20250711-X96ORG34,7/11/2025 11:01,185.135.143.202,185.225.107.10,57535,8080,TCP,ALLOW,8998,14951,47,1.53,RULE-1548,accept,external,vpn,25.94,1.06,25.7,26.32,2,FALSE
FW-20250510-ZHJVFZV6,5/10/2025 14:05,185.232.67.226,185.23.136.30,17731,3306,TCP,ALLOW,15439,16567,64,12,RULE-5907,accept,vpn,cloud,29.52,0.51,31,23.52,10,TRUE
FW-20250707-886Z6FNL,7/7/2025 10:28,185.47.113.13,185.180.214.171,53725,80,TCP,ALLOW,8017,845,17,0.1,RULE-6808,accept,external,cloud,16.92,0.2,20.19,26.61,1,FALSE
FW-20250304-SRBFNOP4,3/4/2025 8:32,10.254.240.150,185.158.149.54,10005,80,TCP,ALLOW,18844,4707,47,8.21,RULE-8810,accept,management,external,22.84,0.63,28.4,33.63,24,FALSE
FW-20250302-A0VHY93S,3/2/2025 1:20,185.5.110.232,185.83.201.105,62879,22,TCP,ALLOW,4311,3872,16,5.41,RULE-4351,accept,vpn,vpn,23.9,0.89,32.19,30.99,1,TRUE
FW-20250530-1RI6TF10,5/30/2025 22:20,185.75.169.72,185.156.175.251,36697,0,ICMP,ALLOW,4036,2338,12,2.46,RULE-9624,accept,vpn,vpn,28.59,1.4,24.25,33.32,6,TRUE
FW-20250712-SI28QFOP,7/12/2025 3:50,10.106.0.74,185.128.48.236,52507,3389,TCP,ALLOW,11825,16620,56,19.95,RULE-7872,accept,internal,vpn,26.14,1.49,24.05,33.05,1,TRUE
FW-20250404-LGDW8IS2,4/4/2025 12:05,185.159.208.58,185.188.53.124,20775,80,TCP,ALLOW,12409,2408,29,17.02,RULE-1786,accept,cloud,external,33.75,0.74,24.48,25.71,1,FALSE
FW-20250611-4SBLCYSI,6/11/2025 12:14,185.38.250.42,10.219.236.134,44804,53,UDP,ALLOW,15404,14640,60,5.22,RULE-4818,accept,cloud,management,25.24,0.47,19.72,30.03,1,FALSE
FW-20250606-Z9XWJ92H,6/6/2025 21:03,185.215.187.233,185.171.195.215,57947,443,TCP,ALLOW,554,12081,25,7.09,RULE-4882,accept,external,external,22.74,0.71,21.36,30.53,1,FALSE
FW-20250218-29ENGYKP,2/18/2025 18:43,185.26.71.175,10.230.229.179,47680,3389,TCP,ALLOW,10863,14580,50,19.47,RULE-9249,accept,external,management,16.92,0.52,16.51,39.8,17,FALSE
FW-20250413-85K3T3XG,4/13/2025 7:04,10.133.234.141,172.16.20.88,1060,3306,TCP,ALLOW,16165,8614,49,15.96,RULE-4790,accept,internal,dmz,34.4,1.91,33.6,30.08,17,TRUE
FW-20250203-21TVUSXW,2/3/2025 20:15,172.16.109.35,185.43.182.248,61772,5432,TCP,ALLOW,13456,10854,48,17.58,RULE-6645,accept,dmz,cloud,19.55,0.48,12.47,28.45,11,FALSE
FW-20250407-XSDVAE67,4/7/2025 5:03,185.137.90.129,172.16.135.153,12255,0,ICMP,ALLOW,17056,6256,46,4.92,RULE-6817,accept,external,dmz,17.01,0,14.51,26.49,1,FALSE
FW-20250501-HDFWQT1E,5/1/2025 16:21,185.106.221.76,10.180.74.227,3239,443,TCP,ALLOW,6123,22370,56,10.41,RULE-7599,accept,external,management,25.66,0.22,20.07,38.78,24,FALSE
FW-20250202-XCAFEXXJ,2/2/2025 3:40,10.125.108.67,10.87.58.156,63385,58713,TCP,DENY,6246,21354,55,12.59,RULE-3880,drop,management,internal,21.26,1.11,20.47,27.82,11,FALSE
FW-20250213-8F4L105D,2/13/2025 1:15,172.16.142.229,185.219.109.254,6425,5432,TCP,ALLOW,13970,8785,45,9.58,RULE-1201,accept,dmz,external,23.59,0.78,24.9,30.97,14,FALSE
FW-20250712-ULZR3BHE,7/12/2025 17:34,185.252.52.42,172.16.20.201,16673,80,TCP,ALLOW,7497,6738,28,7.46,RULE-8512,accept,external,dmz,33.47,0.95,27.82,34.76,27,FALSE
FW-20250604-4TFFZ2PY,6/4/2025 13:53,172.16.252.252,185.79.246.195,9294,25,TCP,ALLOW,6837,6240,26,0.1,RULE-2550,accept,dmz,external,24.93,0,27.17,30.38,11,FALSE
FW-20250611-7H6OAKO6,6/11/2025 17:55,172.16.203.32,10.128.145.117,19232,0,ICMP,ALLOW,14699,16898,63,10.73,RULE-3222,accept,dmz,management,29.52,0.06,28.28,23.94,1,FALSE
FW-20250603-1517JD2I,6/3/2025 22:06,185.189.199.246,185.173.22.171,59510,53,UDP,ALLOW,8322,15997,48,12.18,RULE-9040,accept,cloud,vpn,21.83,0,34.22,34.9,1,FALSE
FW-20250523-98S87ZAN,5/23/2025 8:54,172.16.124.31,185.166.113.99,42076,443,TCP,ALLOW,14480,15371,59,8.5,RULE-8974,accept,dmz,cloud,29.75,0.07,18.54,19.8,19,FALSE
FW-20250620-UHN6G9ZD,6/20/2025 4:35,185.210.11.49,10.232.188.107,63827,22,TCP,ALLOW,3257,7547,21,5.07,RULE-4615,accept,cloud,management,17.39,0.93,19.12,25.2,10,FALSE
FW-20250710-U637H65R,7/10/2025 23:38,185.210.84.228,172.16.98.122,29339,80,TCP,ALLOW,5014,18950,47,6.28,RULE-1811,accept,cloud,dmz,29.88,0.45,23.81,25.37,3,FALSE
FW-20250420-1TTO378U,4/20/2025 6:13,185.158.223.204,185.66.63.219,2307,34515,TCP,DENY,4465,13769,36,2.27,RULE-8329,drop,external,vpn,21.19,0.7,23.02,30.08,25,FALSE
FW-20250505-NUQP9PI4,5/5/2025 18:23,10.144.63.94,172.16.226.246,57479,0,ICMP,ALLOW,8883,10121,38,9.1,RULE-3183,accept,management,dmz,23.1,0.11,20.2,31.42,10,FALSE
FW-20250422-ESID399Y,4/22/2025 11:51,10.158.133.253,172.16.202.164,53801,53,UDP,ALLOW,10158,4260,28,3.74,RULE-6536,accept,internal,dmz,23.95,0.54,17.49,41.69,12,TRUE
FW-20250203-P8XVY5YN,2/3/2025 18:04,185.40.141.162,10.191.121.168,50143,5432,TCP,ALLOW,16135,10734,53,13.31,RULE-7711,accept,vpn,internal,27.3,1.2,26.07,24.93,5,TRUE
FW-20250714-BAC0T0IN,7/14/2025 19:10,10.157.88.149,10.20.123.60,50880,80,TCP,ALLOW,12632,14286,53,9.33,RULE-5832,accept,internal,management,23.59,0.79,20.65,27.47,1,TRUE
FW-20250425-S3GAKRLK,4/25/2025 13:01,10.247.30.207,185.243.96.79,17321,0,ICMP,ALLOW,7488,19579,54,16.17,RULE-5514,accept,internal,cloud,21.95,0.37,10.1,25,1,TRUE
FW-20250523-ISTZPR9U,5/23/2025 8:13,172.16.58.30,10.183.19.51,60048,8080,TCP,ALLOW,13389,100,26,5.78,RULE-3304,accept,dmz,management,1405.56,16.04,92.59,31.25,5,FALSE
FW-20250626-3J9YO9PV,6/26/2025 0:40,10.35.151.80,10.182.74.156,65231,25,TCP,ALLOW,11188,10886,44,9.86,RULE-2717,accept,management,internal,22.34,0.58,16.51,31.37,2,FALSE
FW-20250305-66P5WTG0,3/5/2025 20:22,185.221.180.228,185.70.173.30,1772,22,TCP,ALLOW,7242,19938,54,16.37,RULE-4153,accept,cloud,vpn,27.05,0.89,18.54,24.04,22,FALSE
FW-20250419-HUXEO006,4/19/2025 20:29,185.238.35.233,10.22.0.137,23960,3389,TCP,DENY,12899,14641,55,16.21,RULE-7690,drop,external,internal,25.93,0.7,23.55,26.6,16,FALSE
FW-20250705-AE1FTGM5,7/5/2025 9:25,10.21.102.62,172.16.40.190,46565,3306,TCP,ALLOW,11297,18116,58,15.44,RULE-2002,accept,management,dmz,28.2,0.54,26.33,34.89,2,FALSE
FW-20250517-IMJ8R3E0,5/17/2025 9:05,185.35.39.16,10.119.77.1,3663,22,TCP,ALLOW,8548,9281,35,10.42,RULE-5983,accept,vpn,internal,16.45,0.32,22.61,28.71,10,TRUE
FW-20250314-75JGXJ9X,3/14/2025 5:07,10.217.238.32,185.70.10.5,29024,8080,TCP,ALLOW,16275,15244,63,13.13,RULE-2111,accept,management,vpn,26.79,0.13,24.29,30.28,10,FALSE
FW-20250407-8TIVKPD8,4/7/2025 14:34,185.83.53.165,10.33.59.87,11005,80,TCP,ALLOW,9411,13152,45,8.29,RULE-7493,accept,external,management,23.64,0.44,27.08,39.79,13,FALSE
FW-20250211-NHPD1YHW,2/11/2025 18:38,10.218.62.217,10.241.191.104,59535,80,TCP,ALLOW,7927,12260,40,9.97,RULE-2851,accept,management,internal,20.65,0.38,15.38,25.53,10,FALSE
FW-20250319-0A9WS0GP,3/19/2025 6:11,10.100.134.23,10.14.107.69,16364,0,ICMP,ALLOW,13329,5972,38,3.93,RULE-1241,accept,management,internal,27.75,0.65,27.39,30.03,18,FALSE
FW-20250331-4BSDN6VZ,3/31/2025 19:34,172.16.143.128,10.161.52.232,27906,53,UDP,ALLOW,10106,7065,34,9.46,RULE-1473,accept,dmz,management,8.07,0,12.87,26.27,14,FALSE
FW-20250628-FCLW9GGB,6/28/2025 14:12,10.83.212.185,185.240.132.74,58274,8080,TCP,ALLOW,13491,4250,35,9.09,RULE-7462,accept,management,cloud,17.47,0.77,14.49,31.52,4,FALSE
FW-20250411-X6NYC4CS,4/11/2025 1:21,185.161.95.158,10.85.62.208,53304,158,UDP,DENY,9394,10706,18,1.15,RULE-1044,drop,vpn,internal,22.37,1.01,19.36,35.62,25,TRUE
FW-20250520-G6Y1KT9H,5/20/2025 1:20,10.32.165.142,185.189.41.58,36012,443,TCP,ALLOW,8941,8576,35,0.72,RULE-5052,accept,management,vpn,22.73,0.09,27.39,27.61,5,FALSE
FW-20250329-POL4DGV9,3/29/2025 1:15,10.208.41.191,185.94.27.31,54845,3306,TCP,ALLOW,3885280,3329,15090,2.9,RULE-4095,accept,management,vpn,671.71,0.4,85.67,94.09,13695,FALSE
FW-20250409-V47LGG0U,4/9/2025 20:47,10.74.230.180,10.65.11.168,20279,495,TCP,DENY,8843,20893,6,0.76,RULE-6299,drop,management,internal,14.78,0.9,15.26,32.17,20,FALSE
FW-20250507-0K4GC1OR,5/7/2025 14:05,185.249.226.97,185.176.32.172,19848,22,TCP,ALLOW,4607138,4995,13880,8.11,RULE-9249,accept,cloud,vpn,501.25,0,92.88,81.83,11687,FALSE
FW-20250620-M4Y9N0X4,6/20/2025 14:54,10.254.202.63,10.143.137.237,49901,22,TCP,ALLOW,11637,2687,28,0.1,RULE-6058,accept,management,internal,28,0.89,19.46,37.65,27,FALSE
FW-20250218-WLMEHLAF,2/18/2025 18:27,172.16.194.188,10.117.21.2,62191,888,TCP,DENY,11530,3522,10,0.93,RULE-3734,drop,dmz,management,10.55,0.02,18.95,25.83,21,FALSE
FW-20250304-VFKXUJH7,3/4/2025 14:31,185.232.123.43,185.218.79.46,56472,3306,TCP,ALLOW,9099,11216,40,2.85,RULE-1282,accept,external,cloud,20.62,0.37,18.43,29.88,29,FALSE
FW-20250524-60Z08V9F,5/24/2025 7:57,185.157.53.171,172.16.197.118,15019,5432,TCP,ALLOW,4356931,23831,14899,9.42,RULE-5073,accept,cloud,dmz,729.62,0.27,91.26,99.2,11369,FALSE
FW-20250407-QNFSP1ZC,4/7/2025 10:56,185.0.98.77,185.79.254.72,38874,22,TCP,ALLOW,9766,21893,63,20.23,RULE-7705,accept,cloud,external,13.91,0.14,10.95,30.36,1,FALSE
FW-20250317-BPMCZL0W,3/17/2025 20:07,10.225.45.94,185.31.253.23,33489,443,TCP,ALLOW,6767,13147,39,7.43,RULE-3146,accept,internal,external,28.88,0.66,26.32,32.81,24,TRUE
FW-20250201-KTBHE357,2/1/2025 13:07,172.16.221.239,185.204.146.9,50312,0,ICMP,ALLOW,7328,100,14,3.46,RULE-4277,accept,dmz,vpn,24.42,1.54,23.72,26.07,1,FALSE
FW-20250313-H1JQGGG8,3/13/2025 8:27,172.16.136.199,185.27.222.52,58744,80,TCP,ALLOW,10558,21769,64,15.01,RULE-1084,accept,dmz,vpn,20.41,0.51,20.97,33.84,27,FALSE
FW-20250312-3P6WFGCQ,3/12/2025 6:23,10.167.212.113,172.16.43.118,45450,5432,TCP,ALLOW,8832,16985,51,14.45,RULE-6196,accept,internal,dmz,22.81,1.02,24.08,27.92,10,TRUE
FW-20250526-YCLKPIAJ,5/26/2025 3:17,185.8.15.141,10.40.59.180,34336,5432,TCP,DENY,12865,8768,43,20.31,RULE-9404,drop,external,internal,20.35,0,16.69,23.33,13,FALSE
FW-20250418-56JILLF0,4/18/2025 18:25,185.87.215.80,172.16.248.181,19406,53,UDP,ALLOW,10983,17842,57,14.06,RULE-2350,accept,external,dmz,24.67,0.45,20.02,19.84,21,FALSE
FW-20250625-3VC93XR8,6/25/2025 13:11,185.241.8.229,185.146.168.74,56810,5432,TCP,ALLOW,6763,19665,52,6.48,RULE-4671,accept,vpn,vpn,21.29,0.59,14.69,38.71,1,TRUE
FW-20250204-D52KG5FL,2/4/2025 22:35,185.85.168.83,185.100.211.254,10389,80,TCP,ALLOW,4253,17356,43,0.1,RULE-7281,accept,cloud,cloud,24.23,0,20.69,28.41,1,FALSE
FW-20250410-SVC7J0XY,4/10/2025 5:49,10.52.132.36,10.228.87.220,43214,443,TCP,ALLOW,18769,9166,55,5.67,RULE-2303,accept,internal,internal,584.36,23.4,93.63,27.62,20,TRUE
FW-20250414-R92JQEZW,4/14/2025 10:51,10.247.31.184,185.244.72.30,6630,53,UDP,ALLOW,8722,7618,32,9.36,RULE-8418,accept,management,cloud,29.87,0.22,30.92,29.43,1,FALSE
FW-20250505-S3WFE189,5/5/2025 23:52,10.210.149.234,185.70.79.111,65041,8080,TCP,ALLOW,15248,14919,60,9.91,RULE-9716,accept,management,cloud,14.01,0.85,17.08,40.58,32,FALSE
FW-20250215-623O88L4,2/15/2025 6:47,185.251.108.23,10.58.100.224,58046,5432,TCP,ALLOW,8186,4058,24,6.56,RULE-5955,accept,vpn,management,24.56,1.1,20.32,36.36,1,TRUE
FW-20250708-170AX5SA,7/8/2025 2:10,185.15.189.189,185.171.171.12,9040,22,TCP,ALLOW,17188,13171,60,11.92,RULE-2283,accept,vpn,cloud,15.18,0,15.76,35.33,3,TRUE
FW-20250212-FWPAIV1D,2/12/2025 3:24,185.4.112.180,185.231.223.249,14383,508,TCP,DENY,13246,5604,5,1.3,RULE-5087,drop,external,cloud,20.02,1.22,20.75,24.14,26,FALSE
FW-20250322-5Q2DQ199,3/22/2025 20:10,185.176.102.46,185.23.21.136,61332,599,TCP,DENY,16004,3487,6,1.29,RULE-6332,drop,external,cloud,20.82,0.47,21.58,26.64,6,FALSE
FW-20250328-6IZZ9QER,3/28/2025 22:14,172.16.84.40,185.4.255.112,7131,3389,TCP,ALLOW,10319,18617,57,10.65,RULE-9820,accept,dmz,vpn,34.7,1.15,31.92,29.18,3,FALSE
FW-20250617-X0UG5SXP,6/17/2025 7:30,172.16.23.204,185.105.205.251,25123,8080,TCP,ALLOW,9125,722,19,12.42,RULE-3010,accept,dmz,vpn,16.58,2.26,21.39,38.94,19,FALSE
FW-20250324-BIHZXKTV,3/24/2025 19:33,185.45.76.137,10.44.11.9,31996,80,TCP,ALLOW,9870,17311,54,10.58,RULE-8363,accept,external,internal,21.05,0,23.76,26.51,14,FALSE
FW-20250218-9MCX6R5Y,2/18/2025 0:35,172.16.30.2,185.110.8.238,43272,64766,TCP,DENY,17360,8583,51,15.2,RULE-2982,drop,dmz,vpn,25.18,0.46,24.4,30.6,23,FALSE
FW-20250712-RL1ZJDZD,7/12/2025 1:00,185.31.130.165,185.43.226.197,34811,25,TCP,ALLOW,3379550,5158,7276,4.26,RULE-8204,accept,external,external,596.92,0.27,90.14,94.12,17227,FALSE
FW-20250629-1R02FWPC,6/29/2025 17:00,185.251.205.176,10.208.229.32,33396,22,TCP,DENY,12470,9457,43,17.87,RULE-8614,drop,external,internal,26,1.29,25.93,31.63,18,FALSE
FW-20250510-6XDYMTUU,5/10/2025 4:46,10.108.70.158,185.33.1.129,63504,3389,TCP,ALLOW,16947,13759,61,8.02,RULE-3667,accept,management,cloud,17.67,0.6,19.73,35.08,5,FALSE
FW-20250209-YYCO6JFG,2/9/2025 19:11,185.13.129.111,172.16.241.99,49258,443,TCP,ALLOW,224,10891,22,7.29,RULE-3518,accept,external,dmz,19.07,0.33,20.5,37.66,7,FALSE
FW-20250329-SFECGPUV,3/29/2025 12:18,10.70.182.225,185.4.203.82,40365,80,TCP,ALLOW,11902,10220,44,10.39,RULE-1327,accept,internal,external,8.52,0.87,17.75,30.57,8,TRUE
FW-20250622-FXFV488E,6/22/2025 4:37,185.109.223.152,172.16.246.74,46359,8080,TCP,ALLOW,18003,16418,68,1.38,RULE-4077,accept,vpn,dmz,17.44,1.01,14.42,31.53,1,TRUE
FW-20250618-O1BM2WOM,6/18/2025 14:17,10.46.12.162,10.175.142.195,35201,0,ICMP,ALLOW,10206,14574,49,9.18,RULE-4087,accept,internal,internal,18.91,0.13,18.32,29.52,1,TRUE
FW-20250421-T21IHUMP,4/21/2025 20:50,10.195.163.118,185.123.73.40,64949,8080,TCP,ALLOW,11424,12180,47,15.46,RULE-3270,accept,management,vpn,19.63,0.55,18.1,27.9,4,FALSE
FW-20250618-E7VMLD1T,6/18/2025 6:44,185.103.50.142,185.191.216.241,7577,443,TCP,ALLOW,12602,14232,53,16.34,RULE-8424,accept,cloud,external,18.71,0.95,14.73,36.16,15,FALSE
FW-20250508-A4BV35SA,5/8/2025 3:34,185.8.243.17,172.16.10.135,19280,3389,TCP,ALLOW,6905,18705,51,10.78,RULE-6565,accept,external,dmz,16.93,1.16,18.74,35.97,1,FALSE
FW-20250609-DX2BBZAQ,6/9/2025 3:59,185.235.161.43,10.199.153.16,21690,53,UDP,ALLOW,4905,19227,48,7.04,RULE-6990,accept,vpn,internal,17.61,0,16.77,34.7,6,TRUE
FW-20250527-ONO0YQTE,5/27/2025 5:15,10.236.145.158,185.129.156.41,2741,3306,TCP,ALLOW,16192,14261,60,8.76,RULE-8756,accept,management,cloud,26.63,0.93,25.88,35.97,12,FALSE
FW-20250320-EPUE5I5S,3/20/2025 23:58,10.187.228.217,10.16.158.168,16711,0,ICMP,ALLOW,13766,5274,38,12.25,RULE-6224,accept,management,management,17.06,0,21.39,34.69,1,FALSE
FW-20250626-XRZMRSEH,6/26/2025 4:24,10.186.198.242,10.26.12.99,13936,53,UDP,ALLOW,5991,8191,28,3.92,RULE-4360,accept,management,internal,29.66,0.82,21.81,32.95,13,FALSE
FW-20250606-SBTIWTWW,6/6/2025 3:47,172.16.150.176,10.223.46.9,51024,0,ICMP,ALLOW,1932182,18829,12375,20.44,RULE-5988,accept,dmz,management,243.84,0.62,94.65,86.54,7349,FALSE
FW-20250316-L75KI30S,3/16/2025 23:50,10.116.53.47,185.107.27.227,46162,22,TCP,ALLOW,6620,19819,52,9.22,RULE-7710,accept,management,vpn,17.03,1.16,24.92,39.25,34,FALSE
FW-20250622-3UAS7LJX,6/22/2025 23:29,185.240.144.252,185.51.32.22,32267,0,ICMP,ALLOW,9807,16864,53,5.46,RULE-6750,accept,external,cloud,21.07,0.88,19.67,29.25,6,FALSE
FW-20250327-R4PNX96T,3/27/2025 16:35,185.5.100.60,185.238.113.21,4875,22,TCP,ALLOW,10181,3675,27,8.16,RULE-5792,accept,cloud,external,1227.02,17.93,99.52,33.28,2,FALSE
FW-20250616-67FUHR11,6/16/2025 7:26,10.245.192.140,10.152.132.26,25007,0,ICMP,ALLOW,10824,12608,46,20.32,RULE-6578,accept,management,internal,21.52,1.21,21.46,31.36,15,FALSE
FW-20250505-FTYL4GIL,5/5/2025 17:33,10.38.207.84,185.109.143.190,22101,25,TCP,ALLOW,10608,100,21,4.04,RULE-1123,accept,management,external,29.99,0.15,18.58,16.09,1,FALSE
FW-20250621-PSGC11KB,6/21/2025 17:18,10.38.181.9,10.80.5.203,46922,544,TCP,DENY,8097,16424,12,1.97,RULE-2894,drop,internal,internal,24.65,0.23,13.77,34.91,12,TRUE
FW-20250608-H8ERX9GR,6/8/2025 2:37,10.228.95.135,185.132.11.138,57987,22,TCP,ALLOW,11092,11680,45,10.07,RULE-6871,accept,internal,vpn,24.28,0,17.01,34.64,4,TRUE
FW-20250619-IKNBYCX8,6/19/2025 8:54,185.136.122.224,185.231.157.169,38772,22,TCP,ALLOW,7832,1686,19,8.44,RULE-4205,accept,vpn,external,15.47,0.17,17.82,18.81,11,TRUE
FW-20250427-ZNB2173F,4/27/2025 21:28,185.186.205.22,10.191.160.158,48248,53,UDP,ALLOW,16591,13196,59,13.16,RULE-5640,accept,external,management,25.75,0.21,19.42,29.97,24,FALSE
FW-20250319-IRFY2TH7,3/19/2025 4:45,10.246.191.76,185.10.197.140,28339,8080,TCP,ALLOW,8788,17648,52,19.09,RULE-4566,accept,management,vpn,24.52,1.15,20.42,32.35,17,FALSE
FW-20250417-3IS2ERY9,4/17/2025 0:18,172.16.1.42,185.64.184.218,12104,5432,TCP,ALLOW,11025,10926,43,2.68,RULE-8981,accept,dmz,vpn,19.18,0.79,21.59,33.48,24,FALSE
FW-20250704-MR9UK9WM,7/4/2025 4:08,185.56.179.37,185.181.35.105,36318,0,ICMP,ALLOW,10461,14750,50,5.92,RULE-6108,accept,cloud,cloud,24.62,0.94,17.54,33.19,19,FALSE
FW-20250514-8FD2C4NT,5/14/2025 23:06,185.187.130.100,185.157.237.186,21013,3306,TCP,ALLOW,11275,100,22,2.16,RULE-7415,accept,vpn,vpn,19.87,0.63,20.4,29.36,1,TRUE
FW-20250420-N82VLJ67,4/20/2025 14:34,10.22.112.201,185.30.22.91,14847,25,TCP,ALLOW,14577,6363,41,2.77,RULE-8269,accept,internal,cloud,19.37,0,22.94,24.8,1,TRUE
FW-20250512-70KB3AIT,5/12/2025 9:23,185.249.71.220,185.133.247.151,37305,25,TCP,ALLOW,7804,4865,25,0.1,RULE-3607,accept,vpn,external,16.69,0.63,26.02,32.13,20,TRUE
FW-20250521-N357B7R9,5/21/2025 18:21,10.32.155.242,185.15.68.232,55182,8080,TCP,ALLOW,11444,3795,30,1.9,RULE-8200,accept,internal,cloud,22.06,0.92,22.61,11,1,TRUE
FW-20250602-1VKV934W,6/2/2025 4:25,10.157.243.23,185.139.156.164,30974,3306,TCP,ALLOW,14837,17450,64,9.33,RULE-2760,accept,management,vpn,27.71,0,29.45,35.66,14,FALSE
FW-20250630-TIZG6Q9Z,6/30/2025 19:43,185.255.245.107,10.187.31.100,30591,0,ICMP,DENY,100,10929,22,8.03,RULE-6042,drop,external,internal,32.51,0.07,18.13,30.26,12,FALSE
FW-20250416-UOLSX9ZT,4/16/2025 4:14,172.16.0.41,185.66.13.204,20169,0,ICMP,ALLOW,9964,8634,37,4.44,RULE-8965,accept,dmz,vpn,19.91,1.03,12.12,32.36,17,FALSE
FW-20250615-T8OZZYZP,6/15/2025 18:50,185.52.228.137,185.120.71.202,5797,53,UDP,ALLOW,4780,6967,23,0.1,RULE-8431,accept,cloud,external,16.55,0.12,19,27.8,13,FALSE
FW-20250618-WH14GE8F,6/18/2025 0:02,10.81.108.121,185.99.110.128,7587,22,TCP,ALLOW,8786,100,17,11.62,RULE-1441,accept,internal,external,1400.97,15.4,94.62,32.8,21,TRUE
FW-20250709-30N5RDJV,7/9/2025 5:44,185.96.147.251,172.16.228.49,18412,63327,ICMP,DENY,6464,15985,44,18.44,RULE-7259,drop,vpn,dmz,25.29,0.86,17.14,37,1,TRUE
FW-20250627-JATT2AUV,6/27/2025 5:07,185.158.251.49,172.16.155.119,45652,3306,TCP,ALLOW,1523,2693,8,0.26,RULE-4558,accept,external,dmz,22.22,0.92,28.68,32.17,1,FALSE
FW-20250530-V8XKD2HJ,5/30/2025 1:52,10.89.0.23,185.107.28.66,1136,315,TCP,DENY,11283,3761,2,1.4,RULE-9563,drop,internal,external,20.21,0.69,19.46,24.87,18,TRUE
FW-20250515-RJT5VIZS,5/15/2025 2:05,172.16.119.100,185.177.94.24,22479,8080,TCP,ALLOW,11502,10131,43,10.08,RULE-7524,accept,dmz,cloud,1009.7,17.11,85.7,25.7,1,FALSE
FW-20250524-JT5Q1JZU,5/24/2025 16:57,10.188.47.147,185.135.63.253,59166,8080,TCP,ALLOW,2035044,19300,13892,13.46,RULE-4626,accept,internal,vpn,570.3,0.15,94.14,90.07,8849,TRUE
FW-20250606-GZIIJZH6,6/6/2025 1:09,172.16.65.138,172.16.63.222,35460,5432,TCP,ALLOW,10693,11365,44,17.55,RULE-3536,accept,dmz,dmz,30.11,0.82,20.52,30.25,11,FALSE
FW-20250402-KA5CBKE8,4/2/2025 6:41,10.144.227.220,10.32.73.161,54215,8080,TCP,ALLOW,11396,18084,58,8.78,RULE-5935,accept,management,management,20.81,0.87,21.2,38.11,25,FALSE
FW-20250427-F7GF026D,4/27/2025 15:20,185.161.197.140,172.16.195.115,30887,53,UDP,ALLOW,8404,23632,64,10.92,RULE-1405,accept,cloud,dmz,18.36,0,17.54,31.68,28,FALSE
FW-20250201-JFHP2ORX,2/1/2025 6:11,172.16.115.70,10.144.71.117,27941,3306,TCP,ALLOW,14883,9398,48,1.76,RULE-5668,accept,dmz,management,18.07,0.93,19.25,29.14,10,FALSE
FW-20250206-AB7RSGDC,2/6/2025 9:02,185.45.212.214,172.16.33.248,15119,0,ICMP,ALLOW,15913,6561,44,13.07,RULE-2774,accept,external,dmz,34.2,1.51,25.18,20.81,5,FALSE
FW-20250313-TNDPM7ML,3/13/2025 10:33,185.101.75.165,185.218.242.184,47204,8080,TCP,ALLOW,12706,9689,44,8.27,RULE-2490,accept,cloud,external,22.41,0.42,22.81,28,16,FALSE
FW-20250319-VNV9QKP1,3/19/2025 0:11,185.99.50.129,10.209.111.208,27573,35705,TCP,DENY,13793,20742,69,16.71,RULE-6064,drop,vpn,internal,15.85,0,12.75,28.89,1,TRUE
